LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID00031510,58,106770,22320,523,113,3,21.2,36,0.7,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
LID00031511,54,43324,208626,627,9,4,19.14,24,0.75,High School,Part-time,Single,Yes,No,Education,No,1
LID00031512,66,27569,123392,396,45,3,16.26,24,0.3,Bachelor's,Full-time,Married,Yes,No,Education,No,1
LID00031513,62,133125,198098,411,97,2,23.12,12,0.85,Master's,Full-time,Single,No,No,Business,Yes,0
LID00031514,55,57921,107981,453,56,2,16.0,36,0.54,Bachelor's,Part-time,Single,No,Yes,Education,No,0
LID00031515,39,103543,58426,789,49,2,22.9,60,0.75,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
LID00031516,31,132995,243812,411,104,4,7.85,48,0.87,Master's,Full-time,Single,No,No,Education,No,0
LID00031517,32,111872,25003,743,34,4,4.92,24,0.85,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
LID00031518,63,50260,51980,737,55,1,12.88,48,0.28,Bachelor's,Unemployed,Single,No,No,Other,No,0
LID00031519,21,55512,245238,493,66,4,17.15,60,0.28,Bachelor's,Unemployed,Single,No,Yes,Business,No,1
LID00031520,35,132649,182697,363,117,3,8.13,36,0.26,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00031521,18,137946,84118,689,11,3,18.52,60,0.19,High School,Unemployed,Married,No,Yes,Other,No,0
LID00031522,29,102227,87041,594,26,1,20.05,60,0.12,Bachelor's,Part-time,Single,No,No,Auto,No,0
LID00031523,58,113916,86544,504,15,2,18.56,24,0.82,Master's,Full-time,Single,Yes,Yes,Home,No,0
LID00031524,59,70700,15720,809,7,2,17.99,24,0.19,PhD,Self-employed,Single,No,No,Education,Yes,0
LID00031525,67,87041,100184,340,102,2,2.68,24,0.65,High School,Full-time,Married,Yes,No,Education,Yes,0
LID00031526,34,117978,206316,470,42,3,20.81,60,0.25,High School,Full-time,Married,No,No,Business,No,0
LID00031527,36,42755,234770,420,78,4,23.14,48,0.79,High School,Full-time,Married,Yes,No,Education,Yes,1
LID00031528,53,37529,24315,416,114,3,15.3,60,0.38,Master's,Full-time,Married,No,No,Business,Yes,0
LID00031529,65,112322,182449,644,59,4,11.8,36,0.75,High School,Self-employed,Married,Yes,Yes,Home,No,0
LID00031530,24,28440,209261,429,100,4,11.15,24,0.88,PhD,Full-time,Married,No,No,Business,No,1
LID00031531,26,43606,234881,673,114,1,21.73,60,0.32,High School,Full-time,Married,No,No,Auto,Yes,0
LID00031532,25,57776,229446,604,115,1,16.84,60,0.18,Bachelor's,Self-employed,Married,No,No,Education,No,0
LID00031533,42,90640,59952,744,15,4,23.03,48,0.81,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00031534,24,52982,57924,788,11,3,2.5,36,0.56,Bachelor's,Full-time,Divorced,No,No,Business,Yes,0
LID00031535,59,33010,213029,551,37,3,10.34,60,0.49,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
LID00031536,25,124260,218488,636,38,1,6.22,60,0.29,Bachelor's,Full-time,Married,No,No,Business,Yes,0
LID00031537,41,28230,222996,325,41,1,10.58,24,0.43,Bachelor's,Full-time,Divorced,No,Yes,Business,No,1
LID00031538,34,108664,19026,357,24,2,14.83,36,0.8,High School,Full-time,Single,No,Yes,Education,No,0
LID00031539,29,141296,112248,335,110,2,20.01,48,0.59,Master's,Self-employed,Divorced,No,Yes,Business,No,0
LID00031540,63,143374,223758,536,32,1,13.28,24,0.56,Master's,Full-time,Married,No,Yes,Other,No,0
LID00031541,48,18471,159994,802,21,1,5.76,60,0.12,High School,Full-time,Single,No,No,Business,Yes,0
LID00031542,29,93565,94337,824,33,1,8.49,48,0.36,Bachelor's,Full-time,Single,No,Yes,Education,No,0
LID00031543,19,22257,68801,534,65,1,20.07,60,0.82,Master's,Part-time,Single,No,Yes,Education,No,1
LID00031544,29,33485,113457,735,105,1,18.83,12,0.78,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
LID00031545,44,87442,121159,536,51,2,13.42,12,0.57,Master's,Part-time,Married,Yes,No,Education,Yes,0
LID00031546,63,69830,186362,636,33,2,15.87,24,0.2,High School,Part-time,Single,No,No,Business,No,0
LID00031547,24,116299,102656,696,114,3,20.56,60,0.81,High School,Self-employed,Married,No,No,Home,No,0
LID00031548,30,25897,241332,622,21,1,23.09,36,0.63,High School,Unemployed,Divorced,No,Yes,Business,No,1
LID00031549,53,123752,112604,464,48,2,9.76,12,0.86,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
LID00031550,18,74509,36558,503,81,4,13.38,24,0.83,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
LID00031551,66,19312,48413,316,67,3,5.87,48,0.29,Bachelor's,Unemployed,Married,No,Yes,Other,No,0
LID00031552,52,104599,137464,636,43,3,12.71,24,0.51,High School,Full-time,Single,No,Yes,Other,No,0
LID00031553,47,59561,57959,724,53,3,3.77,24,0.5,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
LID00031554,48,39610,192139,659,18,3,4.57,12,0.29,High School,Full-time,Single,No,Yes,Other,No,0
LID00031555,34,144130,75862,313,0,1,20.93,60,0.35,Bachelor's,Part-time,Married,No,No,Other,No,1
LID00031556,25,95760,154367,573,18,4,15.83,36,0.87,High School,Full-time,Married,Yes,No,Other,Yes,0
LID00031557,20,146027,143918,779,30,2,13.7,12,0.14,Master's,Unemployed,Single,No,No,Education,No,0
LID00031558,27,133278,21237,456,70,2,5.85,24,0.78,High School,Full-time,Single,Yes,No,Education,No,0
LID00031559,51,95780,49372,302,16,1,7.38,24,0.67,Bachelor's,Part-time,Divorced,No,No,Home,Yes,0
LID00031560,39,144211,82540,447,22,3,10.94,24,0.16,High School,Full-time,Single,No,Yes,Business,Yes,0
LID00031561,21,74892,194352,590,5,3,3.52,60,0.48,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
LID00031562,49,113301,120240,701,116,2,17.42,48,0.39,High School,Full-time,Divorced,Yes,No,Auto,No,0
LID00031563,46,125860,111469,646,117,3,14.28,36,0.46,High School,Part-time,Single,No,No,Auto,No,0
LID00031564,63,27281,237360,561,58,4,23.84,48,0.45,High School,Full-time,Divorced,Yes,No,Home,No,1
LID00031565,28,29220,179747,352,5,1,21.28,36,0.4,Bachelor's,Full-time,Single,No,No,Business,No,1
LID00031566,63,20167,195966,602,18,1,24.84,24,0.28,Bachelor's,Self-employed,Married,No,No,Other,Yes,1
LID00031567,30,129795,80434,659,99,4,2.35,48,0.7,High School,Full-time,Married,No,No,Education,Yes,0
LID00031568,21,96036,64519,382,99,1,6.82,12,0.16,Master's,Part-time,Single,No,No,Other,No,0
LID00031569,19,24564,87367,683,104,3,11.57,12,0.88,High School,Full-time,Single,Yes,No,Home,Yes,0
LID00031570,51,51384,90125,327,78,3,24.71,36,0.8,High School,Self-employed,Married,No,No,Auto,No,1
LID00031571,60,33966,41673,450,92,4,18.07,24,0.18,Bachelor's,Unemployed,Married,Yes,No,Home,No,0
LID00031572,39,44250,104198,386,37,3,14.3,36,0.43,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,0
LID00031573,22,34103,177658,409,10,1,8.79,48,0.74,Bachelor's,Full-time,Single,Yes,No,Home,No,1
LID00031574,26,134691,170790,623,98,4,18.23,36,0.69,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID00031575,37,127763,202466,843,72,1,13.05,36,0.6,Bachelor's,Part-time,Divorced,No,No,Business,No,0
LID00031576,38,104399,47760,821,7,1,17.49,60,0.38,Bachelor's,Full-time,Single,No,No,Other,No,0
LID00031577,34,32603,16520,551,77,4,19.66,12,0.52,High School,Self-employed,Divorced,No,Yes,Auto,No,0
LID00031578,29,134839,88982,844,107,4,4.67,36,0.6,PhD,Full-time,Married,No,No,Home,No,0
LID00031579,45,115860,27166,700,35,4,16.62,36,0.18,PhD,Full-time,Married,No,No,Auto,No,0
LID00031580,35,140204,147736,334,58,4,5.67,12,0.25,High School,Full-time,Single,No,Yes,Education,No,0
LID00031581,20,32666,61633,613,105,3,9.8,48,0.17,High School,Full-time,Divorced,No,No,Auto,No,0
LID00031582,22,79706,69838,641,27,3,22.85,48,0.21,Master's,Part-time,Divorced,No,Yes,Auto,No,0
LID00031583,69,137658,131055,343,4,2,6.83,36,0.89,High School,Full-time,Single,No,Yes,Auto,Yes,0
LID00031584,31,48312,177543,427,103,2,22.65,24,0.67,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
LID00031585,65,112461,30794,740,7,4,13.36,36,0.89,High School,Full-time,Single,Yes,No,Business,Yes,0
LID00031586,43,124186,186345,367,119,3,12.39,12,0.3,Master's,Part-time,Married,No,No,Home,Yes,0
LID00031587,36,129532,117564,308,10,1,22.23,12,0.26,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,0
LID00031588,58,48412,123354,695,60,4,4.55,48,0.69,Master's,Full-time,Divorced,Yes,Yes,Education,No,0
LID00031589,34,71828,248997,317,72,3,4.7,24,0.73,High School,Full-time,Single,No,Yes,Home,No,0
LID00031590,56,17232,134801,357,85,3,22.4,12,0.76,PhD,Full-time,Single,No,No,Home,Yes,1
LID00031591,59,45058,130750,774,12,2,3.08,24,0.88,Master's,Full-time,Divorced,No,No,Auto,No,0
LID00031592,21,127725,59953,574,74,2,6.74,48,0.25,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
LID00031593,59,136656,173699,633,22,2,10.89,60,0.84,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
LID00031594,52,41628,42606,754,39,3,3.73,60,0.47,High School,Full-time,Married,No,Yes,Business,No,0
LID00031595,41,64557,230199,364,75,3,10.18,36,0.56,Bachelor's,Full-time,Single,Yes,Yes,Other,No,0
LID00031596,58,17944,61191,511,38,2,10.47,24,0.83,High School,Unemployed,Single,No,No,Auto,No,1
LID00031597,30,93979,231926,726,28,1,17.87,48,0.38,Master's,Full-time,Divorced,No,No,Business,No,0
LID00031598,50,37421,213081,642,10,3,5.6,36,0.81,Bachelor's,Part-time,Married,No,No,Other,Yes,0
LID00031599,32,56069,117406,518,25,2,4.71,60,0.49,High School,Part-time,Single,Yes,No,Education,No,0
LID00031600,32,71897,88414,842,86,3,12.84,24,0.37,High School,Part-time,Married,No,No,Auto,No,0
LID00031601,48,61532,91915,789,117,4,16.84,36,0.26,Master's,Part-time,Married,No,Yes,Education,No,0
LID00031602,60,19839,30577,546,37,2,9.02,24,0.84,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LID00031603,45,100539,147562,473,103,3,22.05,48,0.19,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
LID00031604,27,70786,79952,603,104,2,10.5,24,0.14,High School,Part-time,Single,Yes,No,Auto,Yes,0
LID00031605,24,24483,43858,360,113,3,19.69,48,0.74,High School,Part-time,Single,No,Yes,Education,No,1
LID00031606,50,107673,39880,560,86,2,21.41,36,0.19,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
LID00031607,24,128518,130939,718,92,3,24.76,48,0.21,High School,Full-time,Married,No,No,Business,No,0
LID00031608,22,56618,98833,507,27,3,8.3,24,0.68,Master's,Full-time,Married,No,Yes,Education,No,0
LID00031609,43,24556,75397,351,72,4,15.21,24,0.5,Master's,Self-employed,Married,No,No,Business,No,0
LID00031610,33,82888,77558,730,32,1,8.04,60,0.29,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
LID00031611,25,133228,106854,543,112,3,8.97,36,0.72,High School,Unemployed,Single,No,No,Business,No,0
LID00031612,39,79475,162019,794,12,1,6.7,12,0.31,Bachelor's,Full-time,Single,No,Yes,Education,No,0
LID00031613,51,55160,93174,832,90,1,12.9,24,0.67,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,0
LID00031614,57,19905,217515,584,107,3,12.39,12,0.71,Master's,Full-time,Married,No,No,Education,Yes,1
LID00031615,45,78672,225631,770,38,1,21.17,60,0.64,High School,Full-time,Divorced,No,No,Education,Yes,0
LID00031616,63,51248,127395,738,92,4,9.29,36,0.16,PhD,Full-time,Married,No,No,Other,No,0
LID00031617,53,105411,202434,355,33,4,11.77,24,0.5,Master's,Full-time,Single,No,Yes,Business,Yes,0
LID00031618,64,105089,166027,675,93,3,22.66,24,0.2,Master's,Unemployed,Married,Yes,Yes,Business,No,0
LID00031619,24,37770,200533,593,74,1,11.57,12,0.58,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,0
LID00031620,69,19765,200193,349,4,3,4.38,24,0.54,Master's,Self-employed,Divorced,No,No,Business,Yes,1
LID00031621,57,94235,166348,529,105,2,14.87,36,0.3,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,0
LID00031622,60,109557,99067,754,73,3,4.67,12,0.86,High School,Unemployed,Divorced,Yes,No,Other,No,0
LID00031623,45,116587,74087,333,55,3,18.59,60,0.82,PhD,Full-time,Married,No,Yes,Education,No,0
LID00031624,19,63637,153624,421,30,1,14.05,60,0.78,High School,Full-time,Married,Yes,Yes,Business,No,1
LID00031625,26,81893,137471,728,113,2,6.99,24,0.57,Bachelor's,Full-time,Single,No,No,Other,Yes,0
LID00031626,23,41471,212457,733,38,3,24.7,36,0.58,High School,Full-time,Single,Yes,Yes,Home,Yes,0
LID00031627,18,74509,172289,419,33,4,10.89,12,0.23,Master's,Full-time,Married,No,No,Business,Yes,0
LID00031628,20,40212,116012,638,75,2,21.85,24,0.87,High School,Full-time,Married,Yes,No,Business,No,0
LID00031629,27,117621,26949,430,75,2,23.62,36,0.88,High School,Full-time,Divorced,Yes,No,Business,No,0
LID00031630,54,81929,170337,817,108,1,6.32,12,0.72,High School,Part-time,Married,Yes,No,Education,No,0
LID00031631,61,117559,23078,398,103,4,17.97,36,0.86,High School,Part-time,Single,Yes,Yes,Business,No,0
LID00031632,40,16227,142435,636,45,2,13.49,48,0.36,Master's,Part-time,Married,No,Yes,Home,No,1
LID00031633,50,107716,97571,731,7,4,2.47,48,0.81,High School,Full-time,Single,No,No,Business,No,0
LID00031634,26,52480,92004,597,71,1,23.49,12,0.11,High School,Full-time,Married,No,No,Business,No,0
LID00031635,30,71431,188075,654,86,2,20.2,36,0.8,High School,Self-employed,Married,No,Yes,Business,No,0
LID00031636,45,111681,121607,803,77,1,17.31,48,0.33,Master's,Full-time,Married,No,Yes,Business,No,0
LID00031637,68,66093,193569,790,65,2,7.59,24,0.64,PhD,Part-time,Single,Yes,No,Auto,No,0
LID00031638,24,69804,217053,355,18,4,23.85,48,0.66,High School,Full-time,Single,No,No,Business,No,1
LID00031639,43,22213,19562,536,77,2,21.08,24,0.19,High School,Unemployed,Single,Yes,Yes,Other,Yes,0
LID00031640,33,123005,7075,317,105,1,5.38,24,0.24,High School,Full-time,Divorced,No,No,Home,No,0
LID00031641,57,94411,195396,380,29,3,14.39,48,0.31,High School,Full-time,Single,No,No,Other,No,0
LID00031642,43,114742,45555,786,70,2,22.41,12,0.64,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,0
LID00031643,68,137784,188679,706,109,4,3.23,48,0.87,High School,Full-time,Married,Yes,No,Other,No,0
LID00031644,56,73798,156061,557,20,1,22.51,12,0.56,High School,Part-time,Single,No,No,Business,No,0
LID00031645,49,18202,220985,331,22,1,8.15,24,0.33,Master's,Full-time,Single,No,Yes,Auto,No,1
LID00031646,53,34473,94890,442,84,2,22.2,36,0.16,High School,Full-time,Married,No,No,Home,No,0
LID00031647,59,35622,239833,379,32,4,2.37,60,0.4,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
LID00031648,18,73673,129276,569,107,2,4.87,60,0.27,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,0
LID00031649,66,65715,203724,603,78,3,2.4,12,0.47,PhD,Full-time,Married,No,Yes,Home,No,0
LID00031650,38,134597,237700,657,3,3,6.59,48,0.64,Bachelor's,Part-time,Married,No,No,Education,No,0
LID00031651,30,108296,245604,705,116,3,10.89,24,0.41,Bachelor's,Full-time,Single,No,No,Business,No,0
LID00031652,68,140555,147858,446,80,2,15.37,48,0.38,High School,Self-employed,Single,No,No,Education,Yes,0
LID00031653,43,20607,89183,334,8,2,8.66,60,0.72,High School,Self-employed,Single,No,No,Business,Yes,1
LID00031654,62,123144,51885,600,42,2,21.25,24,0.68,High School,Unemployed,Divorced,No,Yes,Education,No,0
LID00031655,26,48885,101118,765,17,2,9.07,48,0.47,High School,Unemployed,Single,No,Yes,Auto,Yes,0
LID00031656,54,71320,24898,526,15,1,11.77,24,0.75,High School,Full-time,Divorced,No,Yes,Auto,No,0
LID00031657,40,121950,90164,462,84,4,17.62,60,0.53,Master's,Full-time,Married,Yes,Yes,Business,No,0
LID00031658,18,88529,209587,460,90,2,10.52,24,0.43,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,0
LID00031659,19,55397,224663,497,64,3,19.07,12,0.86,High School,Part-time,Divorced,No,No,Education,No,1
LID00031660,60,84175,155139,800,48,1,10.28,36,0.28,PhD,Full-time,Single,No,No,Business,No,0
LID00031661,45,47325,82715,627,111,1,9.61,48,0.32,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
LID00031662,53,38483,123668,681,112,2,14.09,48,0.15,Bachelor's,Part-time,Married,No,No,Auto,No,0
LID00031663,48,46753,175998,371,40,3,13.68,48,0.66,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
LID00031664,58,130838,22402,833,36,2,2.43,60,0.16,High School,Full-time,Married,No,Yes,Business,No,0
LID00031665,22,105525,221226,723,6,1,21.35,24,0.87,Bachelor's,Full-time,Married,No,Yes,Education,No,0
LID00031666,54,76034,93061,832,2,2,22.33,24,0.56,Master's,Self-employed,Single,No,No,Business,No,0
LID00031667,42,73019,70163,665,39,3,22.65,48,0.34,High School,Self-employed,Single,Yes,No,Business,No,0
LID00031668,25,90857,85631,445,35,3,16.5,48,0.32,High School,Self-employed,Single,No,Yes,Auto,Yes,0
LID00031669,51,16409,233542,697,106,3,24.75,60,0.67,PhD,Unemployed,Divorced,No,No,Education,No,1
LID00031670,56,41285,247179,469,118,3,22.55,48,0.84,High School,Part-time,Single,No,Yes,Business,No,1
LID00031671,66,33727,162219,659,42,3,10.69,24,0.31,Bachelor's,Full-time,Single,No,No,Business,Yes,0
LID00031672,49,112909,189157,737,108,3,14.51,24,0.55,High School,Full-time,Single,No,Yes,Business,No,0
LID00031673,28,126303,214884,826,55,1,16.81,60,0.22,Master's,Part-time,Single,No,No,Auto,No,0
LID00031674,64,143933,51417,558,2,3,16.5,12,0.51,High School,Part-time,Single,No,No,Education,No,0
LID00031675,42,37090,67952,561,47,1,20.53,24,0.11,High School,Part-time,Single,No,Yes,Auto,No,0
LID00031676,20,38672,170212,560,46,4,18.25,48,0.46,Bachelor's,Full-time,Divorced,No,No,Auto,No,0
LID00031677,62,16817,159504,398,66,3,11.48,48,0.71,Bachelor's,Part-time,Divorced,No,Yes,Other,No,1
LID00031678,67,43198,94289,409,18,2,20.34,12,0.78,High School,Self-employed,Divorced,Yes,No,Home,Yes,1
LID00031679,69,22009,195729,554,63,3,18.46,36,0.58,High School,Full-time,Single,No,No,Auto,No,1
LID00031680,49,99465,217660,702,117,2,22.71,60,0.81,High School,Full-time,Single,No,No,Other,Yes,0
LID00031681,69,101359,205199,819,109,2,15.82,24,0.76,Bachelor's,Full-time,Divorced,No,Yes,Business,Yes,0
LID00031682,52,110149,221826,441,13,4,24.21,48,0.59,Master's,Part-time,Divorced,No,Yes,Auto,No,1
LID00031683,49,121599,136703,804,41,3,22.49,36,0.69,High School,Full-time,Married,No,No,Business,No,0
LID00031684,51,75075,178370,732,36,2,12.73,24,0.26,Master's,Self-employed,Single,Yes,Yes,Auto,No,0
LID00031685,54,98329,34951,695,24,4,22.69,12,0.5,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
LID00031686,69,106284,91256,588,42,2,3.39,48,0.47,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00031687,22,96865,52506,588,35,4,4.67,48,0.58,Bachelor's,Self-employed,Single,No,No,Other,No,0
LID00031688,62,26288,8755,349,76,4,7.83,36,0.46,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0
LID00031689,45,49581,124595,738,19,4,4.81,60,0.33,Master's,Part-time,Divorced,No,No,Business,Yes,0
LID00031690,45,92252,153257,314,3,3,19.06,36,0.51,Bachelor's,Part-time,Single,No,No,Education,No,1
LID00031691,25,78944,28348,611,81,1,10.97,36,0.25,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00031692,44,136349,124554,319,35,2,14.67,24,0.84,High School,Full-time,Single,No,No,Other,No,1
LID00031693,33,81071,241118,653,106,1,11.75,36,0.88,High School,Unemployed,Single,Yes,No,Other,Yes,0
LID00031694,35,99811,64630,754,15,3,15.27,60,0.89,Bachelor's,Full-time,Married,Yes,No,Other,Yes,0
LID00031695,42,143406,245897,565,108,4,10.44,60,0.42,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
LID00031696,65,53646,106563,380,16,4,18.25,36,0.52,High School,Full-time,Single,No,No,Business,No,0
LID00031697,18,19584,81717,739,11,1,18.11,24,0.36,Bachelor's,Full-time,Married,No,Yes,Home,No,0
LID00031698,25,108972,82838,836,91,3,24.59,12,0.29,Bachelor's,Full-time,Single,No,No,Other,Yes,0
LID00031699,38,80640,90090,368,101,1,9.01,24,0.69,High School,Full-time,Single,No,No,Home,No,0
LID00031700,51,64379,180471,812,102,3,21.88,36,0.71,High School,Full-time,Single,No,No,Auto,No,0
LID00031701,41,120896,7431,843,18,2,7.69,12,0.65,High School,Unemployed,Married,No,No,Auto,No,0
LID00031702,54,38015,13454,592,85,1,17.22,24,0.57,High School,Part-time,Single,Yes,No,Business,No,0
LID00031703,43,66181,77892,617,15,2,4.09,24,0.11,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
LID00031704,64,110930,230186,668,55,1,15.71,60,0.84,High School,Part-time,Divorced,No,Yes,Business,No,0
LID00031705,31,97372,146602,451,98,1,24.92,36,0.84,High School,Full-time,Married,No,Yes,Other,No,0
LID00031706,46,139585,235980,706,84,1,19.87,36,0.63,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
LID00031707,47,80502,122936,785,92,1,13.86,12,0.77,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
LID00031708,20,49722,162650,303,75,4,11.09,48,0.18,Bachelor's,Full-time,Single,No,Yes,Auto,Yes,0
LID00031709,24,83946,217830,632,20,2,4.67,60,0.77,Master's,Unemployed,Divorced,Yes,No,Home,No,0
LID00031710,53,121578,134020,583,12,4,8.76,12,0.7,High School,Full-time,Married,Yes,Yes,Other,No,0
LID00031711,28,97752,196489,579,71,1,12.73,48,0.31,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
LID00031712,49,25581,66601,416,85,1,6.7,12,0.69,High School,Part-time,Married,Yes,No,Other,Yes,0
LID00031713,29,80682,73075,747,90,3,23.21,36,0.24,Master's,Self-employed,Single,No,Yes,Business,No,0
LID00031714,32,40561,104949,587,100,2,23.09,48,0.23,PhD,Part-time,Single,No,No,Business,No,0
LID00031715,55,33654,20039,794,115,3,15.27,36,0.26,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,0
LID00031716,41,85237,187818,710,92,2,17.87,60,0.47,PhD,Full-time,Married,Yes,Yes,Other,Yes,0
LID00031717,18,43023,200533,590,112,3,7.18,12,0.4,Bachelor's,Part-time,Married,No,Yes,Home,No,0
LID00031718,35,96565,206634,468,42,3,21.28,60,0.8,PhD,Part-time,Married,No,No,Other,No,1
LID00031719,63,122177,79468,556,95,3,10.95,60,0.19,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
LID00031720,24,64549,90913,523,91,4,16.97,36,0.62,Bachelor's,Part-time,Married,Yes,No,Home,No,0
LID00031721,59,41884,134323,411,113,2,6.04,48,0.27,High School,Unemployed,Divorced,No,Yes,Education,No,0
LID00031722,58,15440,152689,304,26,2,23.82,12,0.82,Master's,Full-time,Single,Yes,No,Education,No,1
LID00031723,19,36470,77838,348,19,4,16.35,12,0.38,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
LID00031724,57,117989,109419,477,22,3,10.32,60,0.79,High School,Full-time,Single,No,Yes,Auto,Yes,0
LID00031725,48,81527,80092,824,8,3,17.76,36,0.26,Bachelor's,Unemployed,Married,No,No,Other,No,0
LID00031726,50,107122,39510,577,66,1,4.55,60,0.3,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
LID00031727,69,123224,109952,830,23,2,17.62,48,0.17,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,0
LID00031728,47,87560,77588,507,0,1,10.78,60,0.13,High School,Part-time,Married,Yes,No,Other,No,0
LID00031729,48,138187,87899,737,38,1,4.42,24,0.81,Bachelor's,Part-time,Single,No,No,Other,No,0
LID00031730,51,132384,81018,380,96,4,13.22,36,0.83,High School,Unemployed,Married,No,Yes,Other,Yes,0
LID00031731,24,59578,73705,420,27,1,2.19,48,0.16,Bachelor's,Self-employed,Single,No,No,Education,Yes,0
LID00031732,42,74248,26337,414,75,3,20.32,12,0.13,High School,Full-time,Married,Yes,No,Auto,Yes,0
LID00031733,33,15783,6889,685,1,4,3.85,12,0.69,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
LID00031734,39,73333,199643,766,112,4,2.07,12,0.13,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LID00031735,53,116536,26010,847,21,3,2.2,48,0.32,High School,Unemployed,Single,No,Yes,Education,Yes,0
LID00031736,44,96212,176128,621,102,2,20.67,12,0.21,High School,Full-time,Single,No,No,Auto,No,0
LID00031737,34,29926,174956,780,78,4,13.87,36,0.48,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
LID00031738,21,99794,69286,756,80,2,3.96,48,0.23,High School,Full-time,Married,No,No,Auto,Yes,0
LID00031739,52,75542,136830,578,55,3,5.11,48,0.59,Bachelor's,Part-time,Divorced,No,No,Business,No,0
LID00031740,58,131739,95154,335,71,2,8.11,12,0.32,Bachelor's,Part-time,Married,No,Yes,Other,Yes,0
LID00031741,39,149635,9861,790,112,1,16.48,48,0.68,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LID00031742,64,110293,112265,737,92,1,20.5,60,0.34,High School,Self-employed,Single,Yes,No,Business,No,0
LID00031743,69,24850,214881,308,29,2,18.47,24,0.14,Bachelor's,Part-time,Divorced,No,No,Education,Yes,1
LID00031744,52,117169,31389,407,97,1,18.97,60,0.8,Bachelor's,Unemployed,Married,No,No,Business,No,1
LID00031745,61,99975,132312,787,109,4,22.63,48,0.31,High School,Unemployed,Married,No,Yes,Auto,Yes,0
LID00031746,32,40581,119263,751,92,1,6.1,24,0.14,High School,Part-time,Married,No,No,Home,Yes,0
LID00031747,69,107290,220883,507,20,2,19.73,48,0.53,High School,Part-time,Married,No,Yes,Home,Yes,0
LID00031748,57,94516,31389,379,6,4,6.52,12,0.73,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
LID00031749,61,67618,98927,687,113,2,8.31,48,0.42,High School,Part-time,Married,No,Yes,Business,No,0
LID00031750,38,100316,220763,603,67,4,12.8,12,0.16,Bachelor's,Self-employed,Married,No,No,Education,No,0
LID00031751,30,122285,79562,531,19,1,10.76,36,0.51,Bachelor's,Full-time,Divorced,No,No,Business,No,0
LID00031752,64,50693,237718,388,59,4,10.17,60,0.4,Master's,Full-time,Single,Yes,No,Education,Yes,0
LID00031753,28,98917,111538,309,66,3,7.12,12,0.1,Bachelor's,Full-time,Single,Yes,No,Business,No,0
LID00031754,66,37165,197269,399,88,1,13.13,60,0.28,Bachelor's,Full-time,Single,No,Yes,Other,No,0
